,hike_name,region,length,elevation gain,rating,number_votes,features,which_pass,lat,long,numReports,url
826,Upper Lake Mills,Olympic Peninsula,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,48.0029,-123.6006,8,http://www.wta.org/go-hiking/hikes/upper-lake-mills
827,Upper Icicle Creek,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,47.6125,-120.9499,53,http://www.wta.org/go-hiking/hikes/upper-icicle-creek
828,Unicorn Peak,Mount Rainier Area,NR,NR,2.00 out of 5,(3 votes) Log in to rate,[],NR,46.7678,-121.7071,7,http://www.wta.org/go-hiking/hikes/unicorn-creek-1
829,Upper Roaring Creek,Central Cascades,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,47.7510,-120.8940,3,http://www.wta.org/go-hiking/hikes/upper-roaring-creek
830,Twisp River Rearing Ponds,North Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,48.3657,-120.1323,1,http://www.wta.org/go-hiking/hikes/twisp-river-rearing-ponds
831,Upper Siouxon Creek,Southwest Washington,NR,NR,2.00 out of 5,(3 votes) Log in to rate,[],NR,45.9466,-122.1773,5,http://www.wta.org/go-hiking/hikes/upper-siouxon-horseshoe-falls
832,Twanoh State Park,Olympic Peninsula,NR,NR,3.70 out of 5,(10 votes) Log in to rate,[],NR,47.3774,-122.9738,34,http://www.wta.org/go-hiking/hikes/twanoh-state-park
833,Tubal Cain Mine to Buckhorn Lake,Olympic Peninsula,NR,NR,3.78 out of 5,(9 votes) Log in to rate,[],NR,47.8862,-123.0916,168,http://www.wta.org/go-hiking/hikes/tubal-cain-mine-and-buckhorn-lake
834,Twin Sisters Rock,Central Washington,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,46.0426,-118.9404,8,http://www.wta.org/go-hiking/hikes/twin-sisters-rock
835,Trout Creek,Central Cascades,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,47.8758,-121.4610,26,http://www.wta.org/go-hiking/hikes/trout-creek
836,Tumwater Falls Park,Olympic Peninsula,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.0141,-122.9045,12,http://www.wta.org/go-hiking/hikes/tumwater-falls-park
837,Trout Lake,Central Cascades,NR,NR,3.25 out of 5,(8 votes) Log in to rate,[],NR,47.6059,-120.9170,67,http://www.wta.org/go-hiking/hikes/trout-lake
838,Tubal Cain Mine,Olympic Peninsula,NR,NR,2.25 out of 5,(4 votes) Log in to rate,[],NR,47.9620,-123.1124,38,http://www.wta.org/go-hiking/hikes/tull-canyon
839,Turtleback Mountain,Puget Sound and Islands,NR,NR,3.75 out of 5,(8 votes) Log in to rate,[],NR,48.6410,-122.9775,20,http://www.wta.org/go-hiking/hikes/turtleback-mountain
840,Tunnel Creek,Central Cascades,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,47.7094,-121.1065,61,http://www.wta.org/go-hiking/hikes/tunnel-creek
841,Tumwater Pipeline Trail,Central Cascades,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,47.5871,-120.7076,29,http://www.wta.org/go-hiking/hikes/tumwater
842,Twin Lakes (Wenatchee),Central Cascades,NR,NR,3.00 out of 5,(8 votes) Log in to rate,[],NR,47.9205,-120.8949,91,http://www.wta.org/go-hiking/hikes/twin-lakes-1
843,Tucannon River Canyon,Eastern Washington,NR,NR,1.50 out of 5,(4 votes) Log in to rate,[],NR,46.1886,-117.6253,5,http://www.wta.org/go-hiking/hikes/tucannon-river
844,Trapper Creek,Southwest Washington,NR,NR,3.50 out of 5,(6 votes) Log in to rate,[],NR,45.8817,-121.9836,22,http://www.wta.org/go-hiking/hikes/trapper-creek
845,Tradition Lake Loop,Issaquah Alps,NR,NR,3.43 out of 5,(7 votes) Log in to rate,[],NR,47.5296,-121.9957,37,http://www.wta.org/go-hiking/hikes/tradition-lakes
846,Townsend Mountain,Central Cascades,NR,NR,5.00 out of 5,(3 votes) Log in to rate,[],NR,NR,NR,7,http://www.wta.org/go-hiking/hikes/townsend-mountain
847,Traditional Knowledge Trail,Snoqualmie Region,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,47.5157,-121.8446,7,http://www.wta.org/go-hiking/hikes/traditional-knowledge-trail
848,Trap Pass,Central Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,47.7093,-121.1066,27,http://www.wta.org/go-hiking/hikes/trap-pass
849,Trail of the Cedars,North Cascades,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,48.6760,-121.2433,7,http://www.wta.org/go-hiking/hikes/trail-of-the-cedars
850,Trail Creek,Snoqualmie Region,NR,NR,1.75 out of 5,(4 votes) Log in to rate,[],NR,47.5431,-121.0976,11,http://www.wta.org/go-hiking/hikes/trail-creek-1
851,Trail of Two Forests,South Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,46.0993,-122.2136,7,http://www.wta.org/go-hiking/hikes/trail-of-two-forests
852,Trap Lake,Central Cascades,NR,NR,5.00 out of 5,(1 vote) Log in to rate,[],NR,47.7185,-121.1099,26,http://www.wta.org/go-hiking/hikes/trap-lake
853,Mount Spokane - Trail 130,Eastern Washington,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,47.9048,-117.1027,21,http://www.wta.org/go-hiking/hikes/trail-130
854,Teanaway Butte via Jungle Creek,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.3314,-120.9377,3,http://www.wta.org/go-hiking/hikes/teanaway-butte-via-jungle-creek
855,Teanaway Ridge,Snoqualmie Region,NR,NR,3.00 out of 5,(7 votes) Log in to rate,[],NR,47.3543,-120.7184,63,http://www.wta.org/go-hiking/hikes/teanaway-ridge
856,No Name Ridge - Thorp Mountain,Snoqualmie Region,NR,NR,4.00 out of 5,(8 votes) Log in to rate,[],NR,47.4101,-121.2088,121,http://www.wta.org/go-hiking/hikes/thorp-mountain
857,Tomlike Mountain,Southwest Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,45.5776,-121.7925,1,http://www.wta.org/go-hiking/hikes/tomlike-mountain
858,Three Fingers,North Cascades,NR,NR,4.46 out of 5,(13 votes) Log in to rate,[],NR,48.1697,-121.6878,102,http://www.wta.org/go-hiking/hikes/three-fingers
859,Thorp Lake,Snoqualmie Region,NR,NR,4.11 out of 5,(9 votes) Log in to rate,[],NR,47.3733,-121.1578,53,http://www.wta.org/go-hiking/hikes/thorp-lake
860,Tolt-MacDonald Park,Puget Sound and Islands,NR,NR,3.00 out of 5,(2 votes) Log in to rate,[],NR,47.6442,-121.9269,18,http://www.wta.org/go-hiking/hikes/tolt-mcdonald-park
861,Three Peaks and Mosquito Lake,South Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,46.6267,-121.5892,9,http://www.wta.org/go-hiking/hikes/three-peaks
862,Three Lakes,Mount Rainier Area,NR,NR,2.60 out of 5,(5 votes) Log in to rate,[],NR,NR,NR,4,http://www.wta.org/go-hiking/hikes/three-lakes
863,Tonga Ridge / Mount Sawyer,Central Cascades,NR,NR,3.43 out of 5,(23 votes) Log in to rate,[],NR,47.6529,-121.1887,248,http://www.wta.org/go-hiking/hikes/tonga-ridge
864,Thunder Knob,North Cascades,NR,NR,3.57 out of 5,(14 votes) Log in to rate,[],NR,48.6905,-121.0980,72,http://www.wta.org/go-hiking/hikes/thunder-knob
865,Tieton River Meadows Snowshoe,South Cascades,NR,NR,4.00 out of 5,(2 votes) Log in to rate,[],NR,46.6225,-121.3010,3,http://www.wta.org/go-hiking/hikes/tieton-river-meadows-snowshoe
866,Tongue Mountain,South Cascades,NR,NR,3.11 out of 5,(9 votes) Log in to rate,[],NR,46.3965,-121.7653,22,http://www.wta.org/go-hiking/hikes/tongue-mountain
867,Thompson Lake,Snoqualmie Region,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,47.4248,-121.5835,37,http://www.wta.org/go-hiking/hikes/thompson-lake
868,Tiffany Mountain,North Cascades,NR,NR,4.10 out of 5,(10 votes) Log in to rate,[],NR,48.6630,-119.9648,35,http://www.wta.org/go-hiking/hikes/tiffany-mountain
869,Tiger Mountain Trail South,Issaquah Alps,NR,NR,2.83 out of 5,(6 votes) Log in to rate,[],NR,47.4425,-121.9776,69,http://www.wta.org/go-hiking/hikes/tiger-mountain-trail-south
870,Thomas Mountain,Snoqualmie Region,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.2676,-121.1742,8,http://www.wta.org/go-hiking/hikes/thomas-mountain
871,Tiger Mountain Trail,Issaquah Alps,NR,NR,3.50 out of 5,(8 votes) Log in to rate,[],NR,47.4425,-121.9776,126,http://www.wta.org/go-hiking/hikes/tiger-mountain-trail
872,Three Corner Rock,Southwest Washington,NR,NR,3.50 out of 5,(2 votes) Log in to rate,[],NR,45.7447,-122.0078,11,http://www.wta.org/go-hiking/hikes/three-corner-rock
873,Tomyhoi Lake,North Cascades,NR,NR,2.43 out of 5,(7 votes) Log in to rate,[],NR,48.9454,-121.6484,16,http://www.wta.org/go-hiking/hikes/tomyhoi-lake
874,Tiger Mountain Trail North,Issaquah Alps,NR,NR,2.86 out of 5,(7 votes) Log in to rate,[],NR,47.5296,-121.9957,74,http://www.wta.org/go-hiking/hikes/tiger-mountain-trail-north
875,Tommy Thompson Trail,Puget Sound and Islands,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,48.4802,-122.5813,8,http://www.wta.org/go-hiking/hikes/tommy-thompson-trail
876,Tolmie Peak Lookout - Eunice Lake,Mount Rainier Area,NR,NR,4.29 out of 5,(45 votes) Log in to rate,[],NR,46.9327,-121.8636,260,http://www.wta.org/go-hiking/hikes/tolmie-peak
877,South Coast Wilderness Trail - Toleak Point,Olympic Peninsula,NR,NR,4.20 out of 5,(10 votes) Log in to rate,[],NR,47.8904,-124.6031,57,http://www.wta.org/go-hiking/hikes/toleak-point
878,Tieton River Nature Trail,Central Washington,NR,NR,4.00 out of 5,(5 votes) Log in to rate,[],NR,46.7192,-120.8344,32,http://www.wta.org/go-hiking/hikes/tieton-river-nature-trail
879,"Thomas, Blue and Tombstone Lakes",South Cascades,NR,NR,2.43 out of 5,(7 votes) Log in to rate,[],NR,46.0057,-121.8391,13,http://www.wta.org/go-hiking/hikes/thomas-lake
880,Third Creek,Eastern Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.0888,-117.6277,1,http://www.wta.org/go-hiking/hikes/third-creek-3100
881,Toppenish National Wildlife Refuge,Central Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,46.3058,-120.3363,1,http://www.wta.org/go-hiking/hikes/toppenish-nwr
882,Surprise and Glacier Lakes,Central Cascades,NR,NR,3.26 out of 5,(27 votes) Log in to rate,[],NR,47.7078,-121.1567,340,http://www.wta.org/go-hiking/hikes/surprise-lake-1
883,Swan Lake,Eastern Washington,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,48.5155,-118.8356,3,http://www.wta.org/go-hiking/hikes/swan-lake
884,Swamp Trail,Issaquah Alps,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,47.5296,-121.9961,19,http://www.wta.org/go-hiking/hikes/swamp-trail
885,Swakane Peak,Central Washington,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.5641,-120.3332,6,http://www.wta.org/go-hiking/hikes/swakane-peak
886,Tatoosh Lookout,South Cascades,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,46.7161,-121.7155,25,http://www.wta.org/go-hiking/hikes/tatoosh-lookout
887,Tatoosh Ridge,South Cascades,NR,NR,3.67 out of 5,(9 votes) Log in to rate,[],NR,46.7131,-121.7158,72,http://www.wta.org/go-hiking/hikes/tatoosh
888,Tamanous Trail,Southwest Washington,NR,NR,1.50 out of 5,(2 votes) Log in to rate,[],NR,45.6503,-121.9326,2,http://www.wta.org/go-hiking/hikes/tamanous-trail-27
889,Takhlakh Lake and Takh Takh Meadow,South Cascades,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,46.2766,-121.5992,14,http://www.wta.org/go-hiking/hikes/takhlakh-loop
890,Talus Loop,Snoqualmie Region,NR,NR,3.30 out of 5,(10 votes) Log in to rate,[],NR,47.4878,-121.7563,67,http://www.wta.org/go-hiking/hikes/talus-loop
891,Swauk Forest Discovery Trail,Central Cascades,NR,NR,3.17 out of 5,(6 votes) Log in to rate,[],NR,47.3354,-120.5790,25,http://www.wta.org/go-hiking/hikes/swauk-forest-discovery-trail
892,Sullivan Lake,Eastern Washington,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,48.8404,-117.2852,5,http://www.wta.org/go-hiking/hikes/sullivan-lake
893,Sunday Lake,Snoqualmie Region,NR,NR,2.50 out of 5,(6 votes) Log in to rate,[],NR,47.6467,-121.5956,30,http://www.wta.org/go-hiking/hikes/sunday-lake
894,Sulphur Mountain,North Cascades,NR,NR,3.00 out of 5,(4 votes) Log in to rate,[],NR,48.2447,-121.1888,38,http://www.wta.org/go-hiking/hikes/sulphur-mountain
895,Sugarloaf,Puget Sound and Islands,NR,NR,2.75 out of 5,(8 votes) Log in to rate,[],NR,48.4676,-122.6295,49,http://www.wta.org/go-hiking/hikes/sugarloaf-1
896,Copper Glance Lake,North Cascades,NR,NR,4.17 out of 5,(6 votes) Log in to rate,[],NR,48.7411,-120.2923,19,http://www.wta.org/go-hiking/hikes/sunrise-lake-1
897,Sunrise Peak,South Cascades,NR,NR,3.57 out of 5,(7 votes) Log in to rate,[],NR,46.3354,-121.7434,21,http://www.wta.org/go-hiking/hikes/sunrise-peak
898,Sunshine Trail,South Cascades,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,45.8747,-121.9846,1,http://www.wta.org/go-hiking/hikes/sunshine-trail-198
899,Surprise Creek,Issaquah Alps,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,47.5401,-122.0951,14,http://www.wta.org/go-hiking/hikes/surprise-creek
900,Taylor Mountain,Issaquah Alps,NR,NR,2.11 out of 5,(9 votes) Log in to rate,[],NR,47.4329,-121.9711,65,http://www.wta.org/go-hiking/hikes/taylor-mountain
901,Swift Creek,North Cascades,NR,NR,2.75 out of 5,(4 votes) Log in to rate,[],NR,48.7648,-121.6699,12,http://www.wta.org/go-hiking/hikes/swift-creek
902,Talus Rock Trail,Issaquah Alps,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,47.5198,-121.9707,34,http://www.wta.org/go-hiking/hikes/talus-rock-trail
903,Tatoosh Lakes,South Cascades,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,46.7244,-121.7174,20,http://www.wta.org/go-hiking/hikes/tatoosh-lakes
904,Taneum Ridge - Fishhook Flats,Snoqualmie Region,NR,NR,3.50 out of 5,(4 votes) Log in to rate,[],NR,47.1155,-120.9533,2,http://www.wta.org/go-hiking/hikes/taneum-ridge
905,Suntop Lookout,Mount Rainier Area,NR,NR,2.50 out of 5,(4 votes) Log in to rate,[],NR,47.0088,-121.5326,69,http://www.wta.org/go-hiking/hikes/sun-top
906,Summit Trail,Issaquah Alps,NR,NR,4.25 out of 5,(4 votes) Log in to rate,[],NR,47.5045,-122.0469,19,http://www.wta.org/go-hiking/hikes/summit-trail
907,Sultan Gorge,Central Cascades,NR,NR,4.00 out of 5,(1 vote) Log in to rate,[],NR,47.9793,-121.6909,1,http://www.wta.org/go-hiking/hikes/sultan-gorge
908,Spokane Centennial Trail,Eastern Washington,NR,NR,3.80 out of 5,(5 votes) Log in to rate,[],NR,47.6968,-117.4936,7,http://www.wta.org/go-hiking/hikes/spokane-river-centennial
909,Squaw Saddle,Central Washington,NR,NR,3.71 out of 5,(7 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/squaw-saddle
910,Steamboat Rock,Central Washington,NR,NR,4.27 out of 5,(15 votes) Log in to rate,[],NR,47.8635,-119.1296,72,http://www.wta.org/go-hiking/hikes/steamboat-rock
911,Squak Mountain,Issaquah Alps,NR,NR,3.00 out of 5,(13 votes) Log in to rate,[],NR,47.5230,-122.0578,74,http://www.wta.org/go-hiking/hikes/squak-mountain
912,St. Louis Falls and Mines,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,3,http://www.wta.org/go-hiking/hikes/st.-louis-falls-and-mines
913,Spencer Butte,Southwest Washington,NR,NR,3.75 out of 5,(4 votes) Log in to rate,[],NR,46.1725,-121.9305,1,http://www.wta.org/go-hiking/hikes/spencer-butte
914,Spencer Spit,Puget Sound and Islands,NR,NR,3.67 out of 5,(3 votes) Log in to rate,[],NR,48.5363,-122.8595,2,http://www.wta.org/go-hiking/hikes/spencer-spit
915,Spectacle Lake,Snoqualmie Region,NR,NR,4.20 out of 5,(10 votes) Log in to rate,[],NR,47.4337,-121.1888,105,http://www.wta.org/go-hiking/hikes/spectacle-lake
916,Spade Lake,Snoqualmie Region,NR,NR,2.20 out of 5,(5 votes) Log in to rate,[],NR,47.4184,-121.0862,25,http://www.wta.org/go-hiking/hikes/spade-lake
917,South Tiger Powerline,Issaquah Alps,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,47.4544,-121.9783,7,http://www.wta.org/go-hiking/hikes/south-tiger-powerline
918,Southwest County Park,Puget Sound and Islands,NR,NR,2.00 out of 5,(2 votes) Log in to rate,[],NR,47.8367,-122.3402,8,http://www.wta.org/go-hiking/hikes/southwest-county-park
919,Standup Creek,Snoqualmie Region,NR,NR,2.00 out of 5,(5 votes) Log in to rate,[],NR,47.3515,-120.8412,39,http://www.wta.org/go-hiking/hikes/standup-creek
920,Squak Mountain's East Side Loop,Issaquah Alps,NR,NR,2.83 out of 5,(6 votes) Log in to rate,[],NR,47.5284,-122.0363,21,http://www.wta.org/go-hiking/hikes/squak-mountain-eastside-loop
921,Stormy Mountain Summit,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.8905,-120.4392,3,http://www.wta.org/go-hiking/hikes/stormy-mountain-summit
922,Spinnaker Peak Snowshoe,Central Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,47.7833,-121.1103,2,http://www.wta.org/go-hiking/hikes/spinnaker-peak-snowshoe
923,Squire Creek,North Cascades,NR,NR,3.60 out of 5,(5 votes) Log in to rate,[],NR,48.2088,-121.6298,63,http://www.wta.org/go-hiking/hikes/squire-creek
924,St'auk Mountain,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.0371,-121.4790,1,http://www.wta.org/go-hiking/hikes/stauk-mountain
925,Spider Gap - Buck Creek Pass Loop,Central Cascades,NR,NR,4.00 out of 5,(10 votes) Log in to rate,[],NR,48.0674,-120.8406,68,http://www.wta.org/go-hiking/hikes/spider-gap-buck-creek-pass-loop
926,Stevens Canyon Waterfalls,Mount Rainier Area,NR,NR,3.00 out of 5,(8 votes) Log in to rate,[],NR,46.7602,-121.6391,16,http://www.wta.org/go-hiking/hikes/stevens-canyon-waterfalls
927,Stimpson Nature Reserve,Puget Sound and Islands,NR,NR,3.00 out of 5,(1 vote) Log in to rate,[],NR,48.7320,-122.3769,19,http://www.wta.org/go-hiking/hikes/stimpson-nature-reserve
928,Starway,Southwest Washington,NR,NR,3.25 out of 5,(4 votes) Log in to rate,[],NR,45.7873,-122.2224,2,http://www.wta.org/go-hiking/hikes/starway
929,Leque Island - Stanwood Levee Trail,Puget Sound and Islands,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.2309,-122.3823,31,http://www.wta.org/go-hiking/hikes/stanwood-levee-trail
930,Spider Lake,Olympic Peninsula,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,47.4155,-123.4670,33,http://www.wta.org/go-hiking/hikes/spider-lake
931,Spider Meadow and Phelps Basin,Central Cascades,NR,NR,4.05 out of 5,(22 votes) Log in to rate,[],NR,48.0829,-120.8350,142,http://www.wta.org/go-hiking/hikes/spider-meadows
932,St. Cloud,Southwest Washington,NR,NR,3.67 out of 5,(3 votes) Log in to rate,[],NR,45.6013,-122.1111,2,http://www.wta.org/go-hiking/hikes/st.-cloud
933,Stevens Pass Nordic Center,Central Cascades,NR,NR,1.00 out of 5,(2 votes) Log in to rate,[],NR,47.7727,-121.0143,8,http://www.wta.org/go-hiking/hikes/stevens-pass-nordic-center
934,Spokane Gulch,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,NR,NR,2,http://www.wta.org/go-hiking/hikes/spokane-gulch
935,Stegosaurus Butte,Snoqualmie Region,NR,NR,2.67 out of 5,(3 votes) Log in to rate,[],NR,47.5475,-121.5410,20,http://www.wta.org/go-hiking/hikes/stegosaurus-butte
936,Stagman Ridge - The Bumper,South Cascades,NR,NR,4.17 out of 5,(6 votes) Log in to rate,[],NR,46.1405,-121.5977,7,http://www.wta.org/go-hiking/hikes/stagman-ridge
937,Star Peak,North Cascades,NR,NR,0.00 out of 5,(0 votes) Log in to rate,[],NR,48.2872,-120.3283,5,http://www.wta.org/go-hiking/hikes/star-peak
938,Squires Lake,Puget Sound and Islands,NR,NR,3.20 out of 5,(5 votes) Log in to rate,[],NR,48.6459,-122.3542,25,http://www.wta.org/go-hiking/hikes/squires-lake
939,May Valley Trail,Issaquah Alps,NR,NR,2.80 out of 5,(5 votes) Log in to rate,[],NR,47.4807,-122.0554,55,http://www.wta.org/go-hiking/hikes/squak-mountain-may-valley-trail
940,Spray Park,Mount Rainier Area,NR,NR,4.17 out of 5,(36 votes) Log in to rate,[],NR,46.9327,-121.8636,317,http://www.wta.org/go-hiking/hikes/spray-park
941,Spruce Railroad Trail,Olympic Peninsula,NR,NR,3.95 out of 5,(21 votes) Log in to rate,[],NR,48.0933,-123.8025,69,http://www.wta.org/go-hiking/hikes/spruce-railroad
942,South Tiger Traverse,Issaquah Alps,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,47.4434,-121.9760,32,http://www.wta.org/go-hiking/hikes/south-tiger-traverse
943,Stehekin River Trail,Central Cascades,NR,NR,4.00 out of 5,(4 votes) Log in to rate,[],NR,48.3453,-120.7213,0,http://www.wta.org/go-hiking/hikes/stehekin-river-trail
944,South Point Lookout,South Cascades,NR,NR,2.50 out of 5,(6 votes) Log in to rate,[],NR,46.5254,-121.6674,5,http://www.wta.org/go-hiking/hikes/south-point-lookout
945,Steamboat Mountain,South Cascades,NR,NR,4.00 out of 5,(6 votes) Log in to rate,[],NR,46.1471,-121.7537,5,http://www.wta.org/go-hiking/hikes/steamboat-mountain
946,Stirrup Lake,Snoqualmie Region,NR,NR,3.80 out of 5,(5 votes) Log in to rate,[],NR,47.3642,-121.3582,13,http://www.wta.org/go-hiking/hikes/stirrup-lake
947,Sleeping Beauty Peak,South Cascades,NR,NR,4.43 out of 5,(7 votes) Log in to rate,[],NR,46.0851,-121.6576,13,http://www.wta.org/go-hiking/hikes/sleeping-beauty-peak
948,Skyline Lake,Central Cascades,NR,NR,2.71 out of 5,(7 votes) Log in to rate,[],NR,47.7473,-121.0885,36,http://www.wta.org/go-hiking/hikes/skyline-lake
949,Soda Peaks Lake,Southwest Washington,NR,NR,3.20 out of 5,(5 votes) Log in to rate,[],NR,45.8846,-122.0001,28,http://www.wta.org/go-hiking/hikes/soda-peaks-lake
950,Six Ridge,Olympic Peninsula,NR,NR,3.40 out of 5,(5 votes) Log in to rate,[],NR,47.4794,-123.4521,14,http://www.wta.org/go-hiking/hikes/six-ridge
951,South Fork Silver Creek Trail to Gunsight Pass,Eastern Washington,NR,NR,3.33 out of 5,(3 votes) Log in to rate,[],NR,48.9115,-117.5010,1,http://www.wta.org/go-hiking/hikes/south-fork-silver-creek-trail-123
952,Sheep Lake to Sourdough Gap,Mount Rainier Area,NR,NR,3.70 out of 5,(20 votes) Log in to rate,[],NR,46.8911,-121.5057,143,http://www.wta.org/go-hiking/hikes/sourdough-gap
953,Silver Star Mountain,Southwest Washington,NR,NR,3.71 out of 5,(7 votes) Log in to rate,[],NR,45.7682,-122.2428,45,http://www.wta.org/go-hiking/hikes/silver-star-mountain
